date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint
2016-01-11 22:10:00,400,20,21.533,44.967,20.79,44.36,20.427,45.933,19.6,47.5,19.033,54.093,5.657,86.227,17.79,43.223,19.357,49.03,16.823,44.53,5.65,735.883,87.833,6.167,40.0,3.717
2016-01-11 22:20:00,400,20,21.6,44.767,20.89,44.223,20.5,45.933,19.697,47.627,19.1,53.367,5.833,85.767,17.79,43.03,19.39,48.863,16.89,44.59,5.7,735.967,87.667,6.333,40.0,3.733
2016-01-11 22:30:00,390,30,21.6,44.56,20.963,43.963,20.5,45.79,20.097,47.567,19.158,52.472,5.9,85.033,17.79,42.76,19.39,48.863,16.89,44.522,5.75,736.05,87.5,6.5,40.0,3.75
2016-01-11 22:40:00,240,20,21.6,44.36,21.0,43.833,20.5,45.73,20.597,47.223,19.2,51.99,6.0,84.127,17.79,42.627,19.34,48.95,16.823,44.433,5.8,736.133,87.333,6.667,40.0,3.767
2016-01-11 22:50:00,60,20,21.6,44.2,21.0,43.7,20.5,45.59,20.997,47.03,19.222,51.52,6.0,84.06,17.7,42.627,19.29,49.23,16.89,44.5,5.85,736.217,87.167,6.833,40.0,3.783
2016-01-11 23:00:00,60,20,21.6,44.2,21.0,43.59,20.418,45.545,21.167,46.527,19.29,51.23,5.967,84.79,17.7,42.76,19.357,49.43,16.89,44.5,5.9,736.3,87.0,7.0,40.0,3.8
2016-01-11 23:10:00,60,20,21.6,44.2,21.0,43.59,20.39,45.663,21.033,46.4,19.29,51.06,5.9,85.597,17.7,43.03,19.39,49.89,16.89,45.067,5.8,736.4,87.833,6.833,37.0,3.85
2016-01-11 23:20:00,50,10,21.6,44.2,21.0,43.7,20.29,45.73,20.963,46.433,19.29,50.933,5.763,86.26,17.7,43.163,19.39,50.163,16.89,45.26,5.7,736.5,88.667,6.667,34.0,3.9
2016-01-11 23:30:00,70,20,21.5,44.23,20.927,43.76,20.29,45.79,20.865,46.568,19.29,50.863,5.623,86.593,17.7,43.4,19.39,50.463,16.89,45.433,5.6,736.6,89.5,6.5,31.0,3.95
2016-01-11 23:40:00,60,20,21.5,44.363,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79,5.59,87.497,17.7,43.467,19.39,50.723,16.89,45.56,5.5,736.7,90.333,6.333,28.0,4.0
2016-01-11 23:50:00,40,20,21.39,44.433,20.79,43.79,20.23,45.657,20.7,46.79,19.2,50.663,5.59,87.897,17.7,43.627,19.39,50.963,16.89,45.627,5.4,736.8,91.167,6.167,25.0,4.05
2016-01-12 00:00:00,40,10,21.39,44.56,20.79,43.863,20.2,45.663,20.633,46.79,19.2,50.53,5.59,88.633,17.7,43.76,19.39,51.163,16.89,45.7,5.3,736.9,92.0,6.0,22.0,4.1
2016-01-12 00:10:00,30,20,21.29,44.827,20.7,44.0,20.2,45.59,20.567,46.933,19.2,50.5,5.53,89.027,17.7,43.933,19.463,51.5,16.89,45.79,5.267,737.0,92.0,6.0,25.0,4.067
2016-01-12 00:20:00,40,20,21.29,44.967,20.633,44.0,20.167,45.5,20.5,47.133,19.2,50.433,5.53,89.4,17.76,44.333,19.39,51.56,16.89,45.863,5.233,737.1,92.0,6.0,28.0,4.033
2016-01-12 00:30:00,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.167,50.363,5.53,89.193,17.79,44.963,19.39,51.86,16.89,45.9,5.2,737.2,92.0,6.0,31.0,4.0
2016-01-12 00:40:00,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.427,47.23,19.1,50.29,5.4,89.4,17.79,45.223,19.39,52.0,16.89,45.967,5.167,737.3,92.0,6.0,34.0,3.967
2016-01-12 00:50:00,380,20,21.167,45.23,20.5,44.127,20.1,45.5,20.46,47.36,19.067,50.26,5.2,88.99,17.79,45.327,19.357,52.09,16.89,46.03,5.133,737.4,92.0,6.0,37.0,3.933
2016-01-12 01:00:00,380,20,21.075,45.372,20.5,44.2,20.1,45.53,20.793,47.56,19.0,50.127,4.867,89.063,17.79,45.425,19.29,52.163,16.89,46.09,5.1,737.5,92.0,6.0,40.0,3.9
2016-01-12 01:10:00,370,20,21.0,45.4,20.39,44.2,20.1,45.59,21.263,47.467,19.0,50.09,4.933,91.16,17.79,45.56,19.29,52.5,16.89,46.2,5.117,737.633,92.0,5.833,40.0,3.917
2016-01-12 01:20:00,120,10,21.0,45.59,20.39,44.26,20.1,45.59,21.597,47.4,19.0,50.03,5.0,91.433,17.79,45.73,19.23,52.9,16.89,46.2,5.133,737.767,92.0,5.667,40.0,3.933
2016-01-12 01:30:00,50,0,20.927,45.59,20.29,44.29,20.167,45.53,21.89,46.967,19.0,50.03,4.867,91.26,17.79,45.863,19.29,53.5,16.89,46.29,5.15,737.9,92.0,5.5,40.0,3.95
2016-01-12 01:40:00,40,0,20.89,45.667,20.23,44.29,20.133,45.5,21.823,46.227,18.927,50.09,4.727,91.593,17.79,45.827,19.29,53.96,16.89,46.433,5.167,738.033,92.0,5.333,40.0,3.967
2016-01-12 01:50:00,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.667,46.06,18.89,50.09,4.467,91.76,17.79,45.967,19.29,54.463,16.89,46.633,5.183,738.167,92.0,5.167,40.0,3.983
2016-01-12 02:00:00,40,0,20.79,46.2,20.2,44.467,20.167,45.5,21.533,45.933,18.89,50.172,4.333,91.76,17.79,46.0,19.222,54.722,16.89,46.827,5.2,738.3,92.0,5.0,40.0,4.0
2016-01-12 02:10:00,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.357,45.9,18.89,50.2,4.157,91.833,17.79,46.0,19.2,54.967,16.963,46.967,5.133,738.4,92.0,4.833,40.0,3.933
2016-01-12 02:20:00,50,0,20.7,46.26,20.1,44.59,20.133,45.4,21.23,45.9,18.79,50.09,4.157,92.567,17.89,46.0,19.2,54.967,17.0,47.23,5.067,738.5,92.0,4.667,40.0,3.867
2016-01-12 02:30:00,50,0,20.7,46.2,20.0,44.433,20.2,45.5,21.067,45.9,18.79,50.09,4.333,93.53,17.89,46.06,19.2,54.9,17.0,47.363,5.0,738.6,92.0,4.5,40.0,3.8
2016-01-12 02:40:00,40,0,20.6,46.2,20.0,44.5,20.2,45.5,20.927,45.9,18.79,50.09,4.333,93.323,17.89,46.09,19.2,54.863,17.0,47.53,4.933,738.7,92.0,4.333,40.0,3.733
2016-01-12 02:50:00,40,0,20.6,46.127,20.0,44.5,20.2,45.4,20.745,45.9,18.73,50.09,4.19,93.127,17.823,45.963,19.133,54.79,17.0,47.663,4.867,738.8,92.0,4.167,40.0,3.667
2016-01-12 03:00:00,30,0,20.567,46.067,19.89,44.59,20.2,45.4,20.667,46.0,18.7,50.09,4.063,92.867,17.857,45.967,19.2,54.9,17.0,47.827,4.8,738.9,92.0,4.0,40.0,3.6
2016-01-12 03:10:00,20,0,20.5,46.2,19.823,44.53,20.29,45.467,20.533,46.0,18.7,50.09,3.863,92.967,17.857,45.967,19.2,54.967,17.0,47.9,4.817,739.017,92.167,4.333,40.0,3.633
2016-01-12 03:20:00,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09,3.79,93.093,17.89,46.2,19.2,55.09,17.0,48.03,4.833,739.133,92.333,4.667,40.0,3.667
2016-01-12 03:30:00,40,0,20.427,46.23,19.79,44.53,20.2,45.4,20.39,46.163,18.633,50.03,3.895,94.045,17.89,46.2,19.2,55.03,17.0,48.09,4.85,739.25,92.5,5.0,40.0,3.7
2016-01-12 03:40:00,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50.0,4.19,94.657,17.89,46.2,19.2,54.863,17.067,48.29,4.867,739.367,92.667,5.333,40.0,3.733
2016-01-12 03:50:00,50,0,20.39,46.363,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50.0,4.263,94.797,17.89,46.127,19.2,54.73,17.067,48.363,4.883,739.483,92.833,5.667,40.0,3.767
2016-01-12 04:00:00,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50.0,4.463,95.03,17.89,46.09,19.1,54.56,17.033,48.463,4.9,739.6,93.0,6.0,40.0,3.8
2016-01-12 04:10:00,50,0,20.29,46.545,19.633,44.627,20.29,45.5,20.033,46.29,18.533,50.0,4.59,95.03,17.89,45.92,19.1,54.5,17.033,48.59,4.917,739.65,92.667,5.833,40.0,3.767
2016-01-12 04:20:00,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20.0,46.4,18.5,50.0,4.727,94.867,17.89,45.73,19.1,54.5,17.033,48.767,4.933,739.7,92.333,5.667,40.0,3.733
2016-01-12 04:30:00,40,0,20.2,46.433,19.6,44.59,20.29,45.5,19.927,46.467,18.5,50.0,4.8,94.727,17.89,45.7,19.1,54.5,17.033,48.9,4.95,739.75,92.0,5.5,40.0,3.7
2016-01-12 04:40:00,40,0,20.2,46.56,19.567,44.7,20.29,45.56,19.857,46.467,18.5,50.0,4.8,94.493,17.89,45.7,19.1,54.4,17.1,49.045,4.967,739.8,91.667,5.333,40.0,3.667
2016-01-12 04:50:00,60,0,20.167,46.363,19.5,44.7,20.29,45.59,19.79,46.467,18.5,50.0,4.8,94.227,17.89,45.59,19.1,54.4,17.1,49.2,4.983,739.85,91.333,5.167,40.0,3.633
2016-01-12 05:00:00,50,0,20.1,46.363,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50.0,4.8,94.127,17.89,45.663,19.1,54.29,17.1,49.26,5.0,739.9,91.0,5.0,40.0,3.6
2016-01-12 05:10:00,50,0,20.1,46.5,19.427,44.73,20.29,45.59,19.7,46.663,18.472,49.975,4.8,94.0,17.89,45.59,19.1,54.23,17.1,49.29,4.983,739.967,91.667,4.833,40.0,3.683
2016-01-12 05:20:00,40,0,20.033,46.36,19.39,44.73,20.29,45.59,19.667,46.663,18.39,49.9,4.763,93.563,17.89,45.59,19.05,54.045,17.1,49.363,4.967,740.033,92.333,4.667,40.0,3.767
2016-01-12 05:30:00,40,0,20.0,46.29,19.39,44.79,20.357,45.59,19.6,46.59,18.39,49.9,4.763,94.023,17.89,45.627,19.0,54.0,17.1,49.433,4.95,740.1,93.0,4.5,40.0,3.85
2016-01-12 05:40:00,40,0,20.0,46.29,19.39,44.79,20.39,45.59,19.6,46.627,18.39,49.9,4.833,94.727,17.89,45.627,19.067,54.0,17.1,49.56,4.933,740.167,93.667,4.333,40.0,3.933
2016-01-12 05:50:00,40,0,20.0,46.23,19.39,44.79,20.323,45.59,19.6,46.7,18.39,49.9,4.833,95.0,17.89,45.59,19.1,53.9,17.1,49.627,4.917,740.233,94.333,4.167,40.0,4.017
2016-01-12 06:00:00,50,0,19.927,46.23,19.29,44.9,20.323,45.59,19.5,46.7,18.39,49.9,4.9,95.53,17.89,45.723,19.033,53.827,17.1,49.7,4.9,740.3,95.0,4.0,40.0,4.1
2016-01-12 06:10:00,70,10,19.89,46.23,19.29,44.925,20.323,45.59,19.5,46.7,18.357,49.933,4.998,95.82,17.89,45.9,19.0,53.79,17.1,49.827,4.933,740.433,94.667,4.167,38.167,4.1
2016-01-12 06:20:00,40,0,19.89,46.43,19.29,45.0,20.29,45.59,19.427,46.7,18.29,50.0,5.09,96.03,17.89,45.967,19.0,53.79,17.1,49.967,4.967,740.567,94.333,4.333,36.333,4.1
2016-01-12 06:30:00,30,0,19.89,46.627,19.29,45.127,20.29,45.59,19.39,46.7,18.29,50.127,5.0,95.9,17.89,45.9,19.0,53.76,17.133,50.0,5.0,740.7,94.0,4.5,34.5,4.1
2016-01-12 06:40:00,20,10,19.89,46.7,19.218,45.2,20.29,45.5,19.39,46.7,18.29,50.2,5.0,95.967,17.89,45.827,19.0,53.7,17.2,50.0,5.033,740.833,93.667,4.667,32.667,4.1
2016-01-12 06:50:00,30,0,19.89,46.863,19.2,45.245,20.29,45.433,19.29,46.79,18.29,50.23,4.967,95.933,17.89,45.722,19.0,53.875,17.2,50.0,5.067,740.967,93.333,4.833,30.833,4.1
2016-01-12 07:00:00,40,10,19.823,46.863,19.2,45.363,20.2,45.29,19.29,46.79,18.29,50.29,4.9,95.933,17.89,45.79,19.0,54.0,17.2,50.0,5.1,741.1,93.0,5.0,29.0,4.1
2016-01-12 07:10:00,50,10,19.857,46.93,19.2,45.4,20.2,45.29,19.29,46.79,18.29,50.427,4.933,96.09,17.89,45.863,19.0,54.06,17.2,50.09,5.1,741.217,92.667,5.0,30.833,4.05
2016-01-12 07:20:00,60,20,19.79,46.79,19.2,45.327,20.167,45.29,19.29,46.597,18.23,50.833,4.933,96.09,17.89,45.52,18.927,53.8,17.2,49.963,5.1,741.333,92.333,5.0,32.667,4.0
2016-01-12 07:30:00,60,20,19.79,46.895,19.175,45.195,20.1,45.29,19.26,46.297,18.2,51.267,5.0,96.09,17.89,45.14,18.972,53.15,17.2,49.723,5.1,741.45,92.0,5.0,34.5,3.95
2016-01-12 07:40:00,70,20,19.79,47.427,19.1,45.03,20.1,45.29,19.2,46.09,18.2,51.527,5.0,96.09,17.857,44.833,18.89,52.8,17.2,49.463,5.1,741.567,91.667,5.0,36.333,3.9
2016-01-12 07:50:00,60,30,19.79,48.367,19.1,45.0,20.1,45.29,19.167,45.967,18.1,51.827,5.0,96.09,17.79,44.567,18.857,52.363,17.15,48.995,5.1,741.683,91.333,5.0,38.167,3.85
2016-01-12 08:00:00,140,20,19.79,48.667,19.1,45.0,20.2,45.29,19.167,45.9,18.1,51.967,5.06,96.157,17.79,44.327,18.79,51.963,17.1,48.633,5.1,741.8,91.0,5.0,40.0,3.8
2016-01-12 08:10:00,110,30,19.79,48.533,19.067,45.06,20.133,45.29,19.2,45.76,18.1,52.127,5.09,96.027,17.857,44.66,18.79,51.633,17.1,48.36,5.05,741.883,91.0,5.0,40.0,3.733
2016-01-12 08:20:00,90,10,19.89,50.0,19.022,45.044,20.15,45.245,19.2,45.627,18.033,52.2,5.09,95.76,18.0,45.063,18.79,51.395,17.1,48.027,5.0,741.967,91.0,5.0,40.0,3.667
2016-01-12 08:30:00,60,0,19.89,48.733,19.1,45.2,20.1,45.2,19.1,45.527,18.05,52.4,5.0,95.457,18.0,44.457,18.7,51.045,17.1,47.767,4.95,742.05,91.0,5.0,40.0,3.6
2016-01-12 08:40:00,60,0,19.89,48.027,19.033,45.127,20.1,45.2,19.1,45.4,18.0,52.5,4.793,94.79,17.89,43.96,18.7,50.76,17.1,47.467,4.9,742.133,91.0,5.0,40.0,3.533
2016-01-12 08:50:00,60,0,19.89,47.633,19.0,45.09,20.1,45.2,19.1,45.363,18.0,52.56,4.467,94.193,17.89,43.567,18.7,50.645,17.033,47.267,4.85,742.217,91.0,5.0,40.0,3.467
2016-01-12 09:00:00,50,0,19.857,47.063,19.0,45.03,20.1,45.2,19.1,45.23,18.0,52.79,4.298,94.45,17.857,43.1,18.7,50.42,17.0,46.93,4.8,742.3,91.0,5.0,40.0,3.4
2016-01-12 09:10:00,60,0,19.79,46.657,19.0,44.967,20.1,45.163,19.1,45.09,17.927,52.79,4.063,94.193,17.79,42.767,18.633,50.157,17.067,46.79,4.883,742.383,91.0,5.0,38.167,3.483
2016-01-12 09:20:00,50,0,19.79,46.333,19.0,44.827,20.1,45.09,19.1,44.967,17.89,52.76,4.03,94.667,17.79,42.43,18.667,50.027,17.033,46.59,4.967,742.467,91.0,5.0,36.333,3.567
2016-01-12 09:30:00,30,0,19.79,46.067,19.0,44.645,20.1,45.163,19.033,44.767,17.89,52.033,4.09,95.0,17.79,42.23,18.6,49.827,17.033,46.39,5.05,742.55,91.0,5.0,34.5,3.65
2016-01-12 09:40:00,40,0,19.76,45.863,18.963,44.56,20.033,44.963,19.0,44.663,18.0,50.9,4.123,95.397,17.7,41.967,18.6,49.663,17.0,46.163,5.133,742.633,91.0,5.0,32.667,3.733
2016-01-12 09:50:00,30,0,19.7,45.79,18.963,44.433,20.0,44.9,19.067,44.59,18.0,50.427,4.263,95.797,17.7,41.827,18.6,49.59,17.0,46.03,5.217,742.717,91.0,5.0,30.833,3.817
2016-01-12 10:00:00,260,0,19.7,45.663,18.89,44.29,20.0,44.9,19.1,44.693,18.0,49.93,4.463,96.26,17.7,41.663,18.6,49.467,17.0,45.863,5.3,742.8,91.0,5.0,29.0,3.9
2016-01-12 10:10:00,500,0,19.7,45.59,18.89,44.23,19.89,44.9,19.167,45.027,18.0,49.657,4.73,96.467,17.7,41.59,18.533,49.4,17.0,45.73,5.483,742.883,90.167,5.0,30.833,3.95
2016-01-12 10:20:00,450,0,19.73,47.793,18.927,44.23,19.89,44.9,19.36,45.36,18.0,49.5,5.03,96.56,17.7,41.5,18.5,49.26,17.0,45.663,5.667,742.967,89.333,5.0,32.667,4.0
2016-01-12 10:30:00,50,10,19.79,48.793,19.0,44.363,19.89,44.863,19.693,45.56,18.0,49.56,5.157,96.5,17.7,41.4,18.5,49.2,17.0,45.463,5.85,743.05,88.5,5.0,34.5,4.05
2016-01-12 10:40:00,60,0,19.89,47.94,19.033,44.567,19.963,44.863,20.0,45.133,18.033,49.627,5.333,96.56,17.7,41.327,18.5,49.09,17.033,45.29,6.033,743.133,87.667,5.0,36.333,4.1
2016-01-12 10:50:00,60,0,19.89,47.16,19.033,44.567,19.927,44.79,20.067,44.86,18.1,49.567,5.4,96.293,17.7,41.26,18.5,49.09,17.033,45.23,6.217,743.217,86.833,5.0,38.167,4.15
2016-01-12 11:00:00,50,0,19.89,46.767,19.033,44.5,20.0,44.79,20.133,44.7,18.033,49.327,5.53,96.19,17.7,41.2,18.5,49.0,17.05,45.245,6.4,743.3,86.0,5.0,40.0,4.2
2016-01-12 11:10:00,50,0,20.0,46.297,19.1,44.5,20.0,44.79,20.2,44.627,18.1,49.327,5.797,96.19,17.73,41.027,18.5,48.933,17.1,45.29,6.5,743.333,85.167,5.333,38.0,4.167
2016-01-12 11:20:00,50,0,20.0,45.963,19.1,44.467,19.927,44.79,20.2,44.59,18.1,49.26,5.833,95.023,17.79,40.9,18.427,48.59,17.1,45.23,6.6,743.367,84.333,5.667,36.0,4.133
2016-01-12 11:30:00,60,0,20.0,46.223,19.1,44.4,19.945,44.79,20.133,44.463,18.1,49.127,5.967,94.563,17.79,40.7,18.5,48.463,17.1,45.2,6.7,743.4,83.5,6.0,34.0,4.1
2016-01-12 11:40:00,60,0,20.0,45.963,19.1,44.29,19.89,44.76,20.1,44.163,18.1,49.09,6.245,93.745,17.857,40.627,18.5,48.19,17.1,45.127,6.8,743.433,82.667,6.333,32.0,4.067
2016-01-12 11:50:00,60,0,20.0,45.723,19.15,44.245,19.89,44.7,20.1,44.03,18.1,49.0,6.433,91.23,17.823,40.467,18.5,47.967,17.1,45.2,6.9,743.467,81.833,6.667,30.0,4.033
2016-01-12 12:00:00,60,0,20.0,45.663,19.2,44.2,19.963,44.7,20.033,43.9,18.1,48.933,6.5,88.897,17.89,40.327,18.567,47.827,17.1,45.2,7.0,743.5,81.0,7.0,28.0,4.0
2016-01-12 12:10:00,190,0,20.033,45.5,19.2,44.127,19.963,44.7,20.033,43.693,18.067,49.0,6.59,85.463,17.918,40.24,18.567,47.59,17.1,45.06,7.083,743.5,80.667,7.0,30.0,4.017
2016-01-12 12:20:00,220,0,20.1,45.693,19.2,43.9,20.0,44.79,20.0,43.845,18.0,49.4,6.657,84.397,17.927,40.03,18.55,47.545,17.1,45.0,7.167,743.5,80.333,7.0,32.0,4.033
2016-01-12 12:30:00,170,0,20.1,45.4,19.2,43.9,20.0,44.79,20.0,43.827,17.963,49.89,6.933,83.1,17.972,39.875,18.6,47.352,17.1,44.863,7.25,743.5,80.0,7.0,34.0,4.05
2016-01-12 12:40:00,390,0,20.1,45.327,19.2,43.856,19.963,44.79,20.0,43.967,17.89,50.223,7.127,82.893,18.0,39.7,18.6,47.2,17.1,44.79,7.333,743.5,79.667,7.0,36.0,4.067
2016-01-12 12:50:00,90,0,20.1,45.327,19.2,43.7,19.89,44.79,19.89,44.09,17.89,50.398,7.433,82.333,18.0,39.663,18.5,47.2,17.1,44.7,7.417,743.5,79.333,7.0,38.0,4.083
2016-01-12 13:00:00,60,0,20.167,46.993,19.2,43.76,19.89,44.79,19.89,44.163,17.89,50.56,7.5,81.0,18.0,39.59,18.5,47.127,17.167,44.627,7.5,743.5,79.0,7.0,40.0,4.1
