date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint
2016-01-12 06:00:00,40.0,3.333,19.896,46.513,19.263,45.066,20.301,45.549,19.416,46.715,18.318,50.065,4.992,95.863,17.89,45.84,19.006,53.79,17.139,49.916,4.983,740.633,94.167,4.417,35.417,4.1
2016-01-12 07:00:00,56.667,18.333,19.807,47.212,19.162,45.219,20.144,45.29,19.25,46.422,18.218,51.028,4.961,96.064,17.868,45.286,18.941,53.362,17.192,49.706,5.1,741.392,92.167,5.0,33.583,3.975
2016-01-12 08:00:00,86.667,10.0,19.857,48.599,19.054,45.087,20.13,45.238,19.144,45.596,18.047,52.292,4.917,95.397,17.904,44.339,18.745,51.24,17.089,47.92,4.975,742.008,91.0,5.0,40.0,3.633
2016-01-12 09:00:00,43.333,0.0,19.781,46.296,18.988,44.744,20.072,45.08,19.067,44.884,17.951,51.95,4.144,94.917,17.771,42.387,18.633,49.947,17.022,46.482,5.008,742.508,91.0,5.0,35.417,3.608
2016-01-12 10:00:00,230.0,1.667,19.783,47.156,18.962,44.375,19.927,44.869,19.564,45.106,18.022,49.64,5.019,96.44,17.7,41.457,18.522,49.251,17.011,45.54,5.758,743.008,88.917,5.0,33.583,4.025
2016-01-12 11:00:00,55.0,0.0,19.982,46.156,19.097,44.4,19.942,44.77,20.144,44.429,18.089,49.188,5.968,94.49,17.782,40.82,18.488,48.524,17.092,45.215,6.65,743.383,83.917,5.833,35.0,4.117
2016-01-12 12:00:00,186.667,0.0,20.072,45.485,19.2,43.947,19.963,44.76,19.993,43.887,17.985,49.641,6.873,84.514,17.951,39.973,18.564,47.452,17.1,44.936,7.208,743.5,80.167,7.0,33.0,4.042
2016-01-12 13:00:00,151.667,0.0,20.072,45.756,19.117,43.708,19.89,44.827,19.804,43.874,17.829,50.848,7.53,79.572,17.918,39.586,18.5,47.233,17.122,44.451,7.292,743.5,79.833,7.417,40.0,4.017
2016-01-12 14:00:00,136.667,0.0,20.0,44.268,19.072,43.295,19.899,44.9,19.644,43.292,17.765,51.0,7.308,77.307,18.102,39.165,18.488,46.919,17.1,44.115,6.958,743.625,78.917,6.75,40.0,3.483
2016-01-12 15:00:00,36.667,0.0,19.999,43.941,19.032,43.038,19.89,44.828,19.489,43.066,17.7,51.0,6.756,79.617,18.138,38.933,18.533,46.721,17.122,43.77,6.65,743.842,78.5,4.583,40.0,3.15
2016-01-12 16:00:00,40.0,0.0,20.1,43.451,19.102,42.585,19.862,44.73,19.415,42.669,17.644,50.988,6.472,74.966,18.371,38.053,18.72,45.818,17.167,43.573,6.383,744.025,79.083,5.25,35.417,3.0
2016-01-12 17:00:00,218.333,20.0,20.022,42.942,18.945,42.543,19.829,44.62,19.319,42.996,17.589,50.817,5.976,79.179,18.071,38.2,18.556,45.938,17.094,43.089,6.042,744.408,79.167,7.0,33.583,2.633
2016-01-12 18:00:00,58.333,16.667,20.039,43.97,19.014,43.342,19.823,44.41,20.153,43.247,17.517,50.927,5.014,85.918,18.18,39.264,18.655,46.748,17.011,42.794,5.15,744.825,87.5,6.583,40.0,3.225
2016-01-12 19:00:00,55.0,0.0,20.089,43.941,19.37,42.84,19.79,44.151,19.777,42.545,17.5,51.01,4.854,90.695,17.985,39.025,18.556,46.832,16.945,42.82,4.675,745.083,91.833,6.417,40.0,3.4
2016-01-12 20:00:00,51.667,0.0,20.016,43.286,19.298,42.463,19.79,44.29,19.533,42.494,17.482,50.777,4.469,92.684,17.807,38.944,18.427,47.388,16.89,42.879,4.583,745.492,92.167,6.583,40.0,3.4
2016-01-12 21:00:00,41.667,5.0,19.846,42.716,19.107,42.267,19.765,44.167,19.329,42.504,17.39,50.437,4.451,94.097,17.697,39.042,18.323,47.346,16.857,42.851,4.95,746.025,89.75,6.417,35.417,3.442
2016-01-12 22:00:00,46.667,1.667,19.677,42.798,18.948,42.184,19.735,44.233,19.22,43.041,17.39,50.428,5.074,94.002,17.836,40.646,18.534,48.989,16.902,44.396,5.383,746.367,86.333,6.583,33.583,3.25
2016-01-12 23:00:00,43.333,0.0,19.522,43.088,18.807,42.835,19.807,44.604,19.1,43.488,17.312,51.049,5.601,86.858,17.818,41.853,18.645,51.024,17.0,46.091,5.708,746.933,82.333,6.833,40.0,2.817
2016-01-13 00:00:00,31.667,0.0,19.396,43.286,18.685,43.281,19.879,44.82,18.939,43.661,17.29,51.53,5.771,83.71,17.855,42.961,18.776,52.018,17.0,47.046,5.708,747.733,83.333,8.0,34.583,3.033
2016-01-13 01:00:00,48.333,0.0,19.296,43.568,18.565,43.556,19.835,44.819,18.84,43.875,17.29,51.826,5.449,88.209,17.89,43.845,18.708,53.0,17.028,48.078,5.3,748.492,89.25,8.0,24.5,3.667
2016-01-13 02:00:00,45.0,0.0,19.215,43.796,18.497,43.795,19.902,44.978,18.755,44.061,17.255,52.067,5.529,87.705,17.996,44.697,18.726,54.865,17.089,49.143,5.383,749.358,90.167,8.0,22.25,3.858
2016-01-13 03:00:00,31.667,0.0,19.1,44.019,18.41,43.802,19.862,44.994,18.689,44.164,17.2,52.296,5.714,84.207,18.022,44.733,18.724,54.483,17.1,49.639,5.458,750.5,89.0,8.0,24.0,3.758
2016-01-13 04:00:00,45.0,0.0,19.011,44.092,18.31,43.91,19.851,45.04,18.594,44.179,17.2,52.519,5.746,80.158,18.018,44.778,18.715,54.022,17.167,49.886,5.317,751.492,89.417,8.0,23.167,3.658
2016-01-13 05:00:00,41.667,0.0,18.902,44.22,18.235,43.997,19.908,45.085,18.511,44.2,17.178,52.706,5.463,78.885,18.002,44.98,18.7,53.614,17.2,50.131,5.117,752.275,90.0,7.583,22.417,3.517
2016-01-13 06:00:00,66.667,5.0,18.869,44.75,18.192,44.22,19.794,44.776,18.414,44.139,17.696,63.564,5.565,78.971,18.036,45.505,18.675,53.276,17.2,50.303,5.042,753.258,89.583,6.583,30.083,3.4
2016-01-13 07:00:00,63.333,3.333,18.807,44.603,18.1,44.034,19.522,43.987,18.362,44.0,19.005,67.603,5.59,79.61,17.988,44.507,18.558,52.121,17.183,49.696,5.058,754.067,89.417,5.583,31.667,3.4
2016-01-13 08:00:00,208.333,16.667,18.79,44.004,18.0,43.487,19.451,43.786,18.403,43.785,18.255,56.618,5.518,79.397,17.772,41.656,18.375,50.195,17.083,47.592,5.0,754.675,89.167,4.583,23.75,3.317
2016-01-13 09:00:00,220.0,26.667,19.03,44.341,18.296,43.525,19.457,43.657,19.775,43.657,18.174,55.884,5.56,79.227,17.751,41.69,18.26,49.174,17.0,45.861,5.0,755.492,88.0,4.417,33.583,3.158
2016-01-13 10:00:00,66.667,15.0,19.22,44.26,18.686,43.602,19.457,43.784,20.046,42.582,17.915,54.385,5.688,78.985,17.644,41.183,18.152,48.846,17.067,46.673,5.208,756.233,85.083,5.0,35.417,2.808
2016-01-13 11:00:00,60.0,8.333,19.25,45.098,18.704,43.2,19.397,43.574,19.697,42.364,17.735,53.452,6.158,74.751,17.511,39.951,17.999,47.519,16.939,45.307,5.708,756.908,78.917,5.417,33.583,2.275
2016-01-13 12:00:00,41.667,0.0,19.183,43.591,18.533,41.952,19.393,43.677,19.392,42.818,17.628,52.351,6.827,66.022,17.479,39.025,17.902,46.597,16.89,43.492,5.792,757.408,76.833,5.583,35.417,2.017
2016-01-13 13:00:00,35.0,0.0,19.061,41.878,18.439,41.095,19.28,43.008,19.144,41.772,17.517,51.154,7.03,61.74,17.427,38.181,17.829,45.672,16.89,42.399,6.083,757.658,75.083,5.0,28.167,1.9
2016-01-13 14:00:00,45.0,0.0,19.006,41.244,18.396,40.458,19.26,42.728,19.022,41.645,17.427,50.204,6.888,59.798,17.612,37.568,17.882,44.881,16.879,41.907,6.65,757.475,70.167,5.417,32.417,1.525
2016-01-13 15:00:00,41.667,0.0,19.198,40.855,18.594,39.912,19.301,42.403,19.154,40.919,17.39,49.44,7.774,52.507,18.415,36.332,18.408,43.544,16.927,41.318,6.342,757.342,66.5,5.167,40.0,0.542
2016-01-13 16:00:00,80.0,0.0,19.379,40.673,18.775,39.68,19.29,41.989,19.217,40.262,17.373,49.013,6.77,52.994,18.891,36.631,18.978,43.788,17.022,40.963,5.817,757.358,66.333,3.583,40.0,-0.017
2016-01-13 17:00:00,96.667,3.333,19.301,40.728,18.7,39.725,19.29,42.035,18.975,39.977,17.29,48.845,4.836,58.963,18.619,36.428,19.251,44.49,16.963,40.25,4.458,757.3,73.5,3.0,40.0,0.058
2016-01-13 18:00:00,111.667,8.333,19.28,40.784,18.7,39.932,19.225,41.967,18.802,40.092,17.27,48.681,3.274,68.77,18.272,35.826,19.702,44.786,16.864,40.014,3.283,757.3,82.0,3.0,35.417,0.417
2016-01-13 19:00:00,213.333,16.667,19.362,41.73,18.834,40.228,19.26,41.884,18.678,40.261,17.502,57.563,2.129,75.986,18.23,36.919,19.79,45.018,16.79,40.0,2.908,757.133,88.583,3.833,29.0,1.167
2016-01-13 20:00:00,248.333,20.0,19.533,41.456,19.033,40.554,19.2,42.351,19.054,41.331,18.31,81.961,1.644,82.74,18.463,38.173,19.76,45.134,16.725,40.204,3.117,756.9,88.417,5.0,33.583,1.4
2016-01-13 21:00:00,313.333,5.0,19.6,41.646,19.122,40.881,19.387,43.853,19.597,40.862,18.556,88.172,1.343,85.374,18.34,37.985,19.77,45.651,16.67,40.121,2.875,756.692,88.583,5.0,35.417,1.192
2016-01-13 22:00:00,131.667,1.667,19.567,42.091,19.022,40.763,20.846,45.907,19.234,39.943,19.164,80.183,1.37,88.147,18.22,37.907,19.688,46.288,16.6,40.299,2.908,756.192,87.167,5.417,33.583,0.942
2016-01-13 23:00:00,41.667,0.0,19.392,42.114,18.814,41.283,20.574,44.2,18.94,41.018,18.524,70.136,1.88,89.581,18.133,39.025,19.6,47.885,16.611,42.274,3.033,755.733,87.25,5.583,35.417,1.083
2016-01-14 00:00:00,46.667,0.0,19.219,42.08,18.611,41.314,20.225,43.528,18.74,41.386,18.218,67.256,1.542,89.887,18.1,40.229,19.555,49.362,16.636,43.573,2.842,755.167,89.417,5.0,28.167,1.283
2016-01-14 01:00:00,36.667,0.0,19.05,42.07,18.439,41.27,20.009,43.33,18.6,41.627,17.962,65.716,1.938,92.25,18.1,41.442,19.373,50.679,16.678,44.926,2.858,754.367,91.25,5.0,27.417,1.525
2016-01-14 02:00:00,43.333,0.0,18.904,42.145,18.26,41.339,19.857,43.25,18.457,41.808,17.75,64.396,2.556,93.112,18.1,42.289,19.28,51.07,16.7,46.223,2.967,753.483,91.333,5.417,33.0,1.658
2016-01-14 03:00:00,45.0,0.0,18.755,42.235,18.139,41.486,19.79,43.294,18.351,41.972,17.656,63.528,2.994,92.309,18.1,42.399,19.178,50.762,16.7,46.839,3.283,752.567,89.0,5.583,35.0,1.683
2016-01-14 04:00:00,35.0,0.0,18.661,42.29,18.039,41.56,19.719,43.305,18.265,42.1,17.499,62.796,3.045,91.234,18.047,42.334,19.067,50.476,16.71,47.396,3.358,751.642,89.417,5.417,28.417,1.8
2016-01-14 05:00:00,45.0,0.0,18.556,42.41,17.92,41.674,19.725,43.225,18.158,42.257,17.394,62.294,3.124,90.765,18.0,42.476,18.997,50.403,16.73,47.806,3.342,750.667,90.0,5.583,28.167,1.842
2016-01-14 06:00:00,40.0,1.667,18.439,42.53,17.815,41.792,19.79,43.32,18.1,42.487,17.312,62.043,3.73,89.874,17.988,42.65,18.884,50.499,16.72,48.109,3.65,749.908,89.583,6.667,27.417,2.108
2016-01-14 07:00:00,226.667,8.333,18.39,43.482,17.79,42.309,19.669,43.228,18.331,42.827,17.255,60.848,3.802,89.755,17.945,42.672,18.787,50.155,16.748,48.026,3.875,749.25,90.25,8.583,24.667,2.442
2016-01-14 08:00:00,160.0,5.0,18.39,43.646,17.71,42.563,19.417,42.81,18.695,41.92,17.2,57.914,3.677,92.872,17.78,40.594,18.6,48.299,16.7,46.336,2.7,749.15,94.5,5.917,26.25,1.875
2016-01-14 09:00:00,168.333,16.667,18.497,43.329,17.977,42.16,19.249,42.322,18.561,41.643,17.327,51.474,2.44,94.067,17.628,39.316,18.392,46.59,16.722,45.695,1.55,749.167,96.75,4.25,37.083,1.083
2016-01-14 10:00:00,538.333,13.333,18.745,43.546,18.462,41.921,19.498,43.699,18.725,42.288,17.362,51.218,2.367,94.938,17.493,38.593,18.24,45.686,16.857,46.29,2.067,748.783,94.167,5.167,40.0,1.242
2016-01-14 11:00:00,238.333,11.667,19.185,43.574,18.989,40.938,21.35,47.095,18.84,42.308,17.183,53.05,2.908,95.586,17.402,38.173,18.1,45.118,16.914,45.978,2.55,748.775,92.583,4.417,40.0,1.467
2016-01-14 12:00:00,283.333,1.667,20.154,45.049,19.758,40.473,21.837,45.674,18.963,42.874,17.1,53.2,3.476,95.931,17.39,37.978,18.0,44.814,17.044,46.03,3.442,748.475,90.333,5.417,40.0,1.992
2016-01-14 13:00:00,70.0,0.0,21.076,43.098,20.304,39.964,22.187,44.294,18.974,43.341,17.089,53.188,4.012,96.424,17.432,37.994,18.05,44.692,17.158,47.106,4.45,748.092,86.75,6.0,40.0,2.442
2016-01-14 14:00:00,130.0,0.0,21.348,41.079,20.631,39.452,21.642,42.85,19.042,43.403,17.047,53.267,5.111,96.074,17.482,38.102,18.028,44.983,17.22,47.216,5.092,747.633,84.583,6.0,40.0,2.708
2016-01-14 15:00:00,51.667,0.0,21.572,40.147,21.016,39.143,21.403,41.674,18.824,42.524,17.089,53.454,5.29,90.113,17.402,38.008,17.933,44.818,17.139,45.53,5.458,747.483,81.917,6.0,40.0,2.583
2016-01-14 16:00:00,308.333,0.0,21.45,39.901,20.905,38.597,21.239,41.794,18.71,42.242,17.1,53.285,5.276,78.206,17.424,37.874,17.95,44.807,17.067,44.249,5.067,747.725,77.75,6.417,40.0,1.458
2016-01-14 17:00:00,405.0,5.0,21.811,44.419,21.177,39.107,22.231,44.657,18.704,44.508,17.1,53.314,4.741,75.242,17.667,38.586,18.329,45.782,17.0,43.306,4.558,747.983,76.0,6.583,40.0,0.658
2016-01-14 18:00:00,216.667,8.333,22.133,41.362,21.667,38.967,22.312,42.96,18.782,44.924,17.1,53.933,4.554,73.031,17.7,38.421,18.712,45.572,16.939,42.718,4.292,748.267,76.417,6.417,40.0,0.475
2016-01-14 19:00:00,231.667,10.0,22.461,44.206,21.74,39.611,22.072,42.618,18.823,45.406,17.117,54.126,4.074,73.847,17.74,38.513,18.909,45.049,16.88,41.842,3.75,748.625,80.75,7.417,40.0,0.717
2016-01-14 20:00:00,110.0,20.0,22.72,43.543,21.762,40.556,22.0,43.486,18.926,46.94,18.331,71.47,4.102,71.12,18.536,41.39,19.116,45.847,16.991,43.727,3.65,748.925,79.333,8.833,40.0,0.342
2016-01-14 21:00:00,116.667,16.667,22.765,41.906,21.813,40.986,21.869,43.141,19.149,46.602,19.383,63.472,3.96,62.18,19.524,42.466,19.578,45.94,16.902,42.242,3.792,749.267,70.0,9.167,40.0,-1.208
2016-01-14 22:00:00,48.333,1.667,23.106,40.546,22.213,40.012,21.642,42.952,19.111,45.597,19.277,53.784,3.319,66.066,19.03,39.803,19.72,45.836,16.98,43.355,2.625,749.542,79.167,7.583,32.917,-0.75
2016-01-14 23:00:00,38.333,0.0,23.543,39.853,22.698,39.584,21.369,43.086,18.83,44.562,18.813,55.782,1.776,83.909,18.712,40.713,19.7,47.95,17.1,45.762,1.15,749.475,92.833,7.833,35.083,0.175
2016-01-15 00:00:00,53.333,0.0,23.725,39.451,22.79,39.352,21.2,43.244,18.678,43.973,18.68,55.7,1.14,92.284,18.6,41.686,19.622,48.838,17.106,46.247,0.467,749.258,96.5,9.417,44.5,0.0
2016-01-15 01:00:00,51.667,0.0,23.709,39.082,22.76,39.139,21.2,43.32,18.544,43.566,18.6,55.305,0.561,94.592,18.544,42.141,19.482,49.286,17.2,46.902,0.167,749.283,99.583,10.0,45.667,0.083
2016-01-15 02:00:00,46.667,0.0,23.473,39.149,22.536,39.035,21.2,43.422,18.476,43.343,18.506,55.018,0.987,94.669,18.5,42.388,19.39,49.496,17.21,47.419,0.775,749.692,96.083,10.417,45.75,0.2
2016-01-15 03:00:00,43.333,0.0,23.159,39.453,22.175,39.075,21.25,43.519,18.379,43.11,18.42,54.652,1.505,94.817,18.5,42.504,19.384,49.55,17.28,47.666,1.883,750.392,88.25,10.583,23.833,0.117
2016-01-15 04:00:00,50.0,0.0,22.804,39.502,21.8,39.121,21.29,43.639,18.34,42.944,18.312,54.397,1.944,95.473,18.494,42.579,19.29,49.283,17.29,47.663,2.825,751.008,80.083,10.0,31.25,-0.375
2016-01-15 05:00:00,50.0,0.0,22.467,39.527,21.466,39.191,21.29,43.55,18.255,42.667,18.24,54.119,2.262,95.984,18.402,42.218,19.27,49.13,17.34,47.633,3.083,751.508,74.333,10.0,40.0,-1.108
2016-01-15 06:00:00,45.0,0.0,22.171,39.709,21.197,39.317,21.29,43.575,18.189,42.404,18.144,53.893,2.428,93.438,18.427,42.528,19.167,48.794,17.39,47.7,3.2,752.008,73.667,9.583,40.0,-1.067
2016-01-15 07:00:00,51.667,8.333,21.892,40.083,20.928,39.354,21.214,43.343,18.111,42.29,18.05,54.573,2.439,89.809,18.463,42.92,19.117,48.928,17.427,47.416,3.2,752.508,76.833,8.583,40.0,-0.475
2016-01-15 08:00:00,235.0,11.667,21.14,34.352,19.598,34.012,19.872,37.07,18.22,42.35,17.933,55.842,2.476,86.058,18.295,41.184,18.957,47.711,17.357,46.113,3.2,752.967,78.833,8.833,40.0,-0.175
2016-01-15 09:00:00,206.667,8.333,20.78,35.984,19.829,35.707,20.167,38.294,20.041,41.34,17.848,54.122,2.617,84.909,18.061,38.395,18.793,45.602,17.29,44.287,3.2,753.408,80.833,9.583,40.0,0.125
2016-01-15 10:00:00,125.0,10.0,20.896,37.892,20.186,37.621,20.314,39.306,20.155,40.241,17.79,52.862,3.007,80.986,17.933,37.314,18.639,44.124,17.29,43.372,3.492,753.95,82.0,8.583,35.417,0.633
2016-01-15 11:00:00,125.0,8.333,20.957,38.51,20.351,38.198,20.463,39.797,20.117,40.199,17.74,52.484,3.801,78.884,17.873,36.897,18.514,43.427,17.28,42.669,3.817,754.467,84.5,8.417,25.667,1.392
2016-01-15 12:00:00,210.0,3.333,20.962,39.183,20.501,38.024,20.521,39.917,20.136,40.319,17.715,51.973,4.409,75.802,17.786,36.712,18.434,43.14,17.28,42.22,3.783,754.825,87.583,8.583,37.667,1.842
2016-01-15 13:00:00,196.667,1.667,21.25,38.996,20.933,38.036,20.522,40.2,20.154,40.438,17.76,51.464,4.774,73.115,17.786,36.536,18.39,43.109,17.347,43.354,4.025,755.0,86.583,8.0,47.667,1.983
2016-01-15 14:00:00,63.333,1.667,21.532,38.904,21.223,37.905,20.589,40.245,20.172,40.557,18.772,46.559,5.186,69.706,17.787,36.414,18.362,42.836,17.636,46.211,4.325,755.125,85.167,8.0,33.583,2.058
2016-01-15 15:00:00,56.667,1.667,21.918,38.327,21.51,37.42,20.794,39.929,20.191,40.676,19.483,43.621,5.062,73.151,17.767,36.314,18.3,42.62,17.533,44.138,3.333,755.675,89.0,7.583,32.083,1.625
2016-01-15 16:00:00,56.667,0.0,22.303,38.013,21.852,37.236,21.144,39.792,20.21,40.796,20.033,42.378,4.176,85.181,17.731,36.442,18.287,42.724,17.488,42.753,1.908,756.367,95.167,7.0,37.667,1.183
2016-01-15 17:00:00,98.333,5.0,22.39,37.802,21.886,37.116,21.2,39.602,20.228,40.915,20.21,41.798,2.14,95.594,17.703,36.459,19.05,44.974,17.376,41.932,2.492,756.892,93.583,6.167,45.167,1.55
2016-01-15 18:00:00,278.333,8.333,22.408,39.949,21.901,37.322,21.296,40.242,20.246,41.034,20.365,41.893,2.422,95.107,17.694,36.488,19.425,45.45,17.301,41.406,2.733,757.592,93.0,5.833,39.667,1.733
2016-01-15 19:00:00,220.0,20.0,22.561,45.167,22.0,39.117,21.374,43.623,20.318,41.848,20.451,44.423,2.234,94.746,17.871,38.338,19.558,45.343,17.29,41.157,2.5,758.333,94.667,6.167,63.417,1.75
2016-01-15 20:00:00,233.333,20.0,22.752,40.909,22.098,39.28,21.25,42.467,20.237,43.265,20.762,55.207,2.251,94.614,18.756,40.609,20.102,45.006,17.282,41.134,2.375,759.008,97.0,4.583,64.0,1.933
2016-01-15 21:00:00,230.0,18.333,23.156,39.65,22.414,39.13,21.28,41.981,20.829,42.48,20.904,45.398,1.484,94.206,19.032,39.441,20.445,44.347,17.2,40.696,2.2,759.592,96.583,4.0,46.917,1.658
2016-01-15 22:00:00,218.333,8.333,23.22,39.13,22.427,38.428,21.209,41.814,21.143,42.935,21.374,74.824,2.358,94.53,19.056,39.419,20.738,44.59,17.363,42.477,2.408,760.25,95.583,3.583,30.083,1.767
2016-01-15 23:00:00,63.333,8.333,23.117,39.658,22.314,38.519,21.089,41.944,21.394,43.375,20.534,67.262,2.238,94.513,18.881,40.272,20.689,46.592,17.74,46.26,2.575,760.808,95.833,3.0,35.0,1.958
2016-01-16 00:00:00,40.0,0.0,22.853,40.135,22.029,39.067,20.982,41.906,20.953,43.73,20.126,58.524,2.055,94.491,18.745,40.532,20.567,47.852,17.89,47.02,2.338,761.246,96.583,3.417,30.5,1.796
2016-01-16 01:00:00,53.333,0.0,22.611,40.29,21.767,39.485,20.884,42.05,20.474,43.521,19.822,54.975,2.139,94.53,18.7,41.24,20.313,48.361,17.89,47.015,2.188,761.596,95.583,4.417,36.5,1.546
2016-01-16 02:00:00,46.667,0.0,22.37,40.215,21.468,39.56,20.745,41.857,20.138,43.387,19.589,53.019,1.85,94.422,18.7,41.732,20.2,49.489,17.89,47.108,1.85,761.967,95.0,3.75,40.0,1.15
2016-01-16 03:00:00,41.667,0.0,22.122,40.07,21.208,39.576,20.589,41.758,19.882,43.255,19.392,51.95,0.625,94.538,18.7,41.688,20.1,49.62,17.89,47.25,1.125,762.242,95.833,2.0,32.917,0.55
2016-01-16 04:00:00,50.0,0.0,21.869,39.967,20.962,39.53,20.5,41.74,19.698,43.142,19.219,51.299,-0.517,94.844,18.7,41.738,19.968,49.08,17.902,47.26,0.6,762.425,96.583,2.417,21.75,0.117
2016-01-16 05:00:00,40.0,0.0,21.665,39.888,20.75,39.51,20.522,41.92,19.535,42.967,19.111,50.921,-0.483,94.928,18.667,41.76,19.88,49.059,17.902,47.28,0.558,762.475,96.0,3.0,20.0,-0.042
2016-01-16 06:00:00,51.667,0.0,21.427,39.915,20.574,39.611,20.544,42.133,19.357,42.802,18.982,50.645,0.262,94.973,18.6,41.781,19.79,49.08,17.89,47.29,0.708,762.342,96.0,3.0,37.917,0.108
2016-01-16 07:00:00,246.667,5.0,21.235,39.946,20.386,39.638,20.639,42.235,19.45,42.86,18.894,50.094,0.822,95.147,18.6,42.155,19.75,49.397,17.89,47.339,1.083,762.442,96.0,3.0,63.0,0.483
2016-01-16 08:00:00,140.0,6.667,21.391,40.825,20.585,40.245,20.714,42.09,21.092,42.683,19.375,46.741,1.13,95.199,18.6,42.221,19.72,49.477,17.879,47.034,1.242,762.625,96.417,3.0,63.0,0.683
2016-01-16 09:00:00,61.667,0.0,21.715,41.485,21.011,40.54,20.71,42.201,20.791,42.608,19.873,45.627,1.523,95.388,18.6,42.534,19.661,49.488,17.857,46.276,1.592,763.008,96.167,3.0,45.083,0.967
2016-01-16 10:00:00,71.667,0.0,21.939,40.994,21.314,40.421,20.801,42.228,20.506,42.472,20.156,44.72,1.715,95.562,18.667,43.019,19.606,49.619,17.823,45.517,2.625,763.342,94.167,3.0,20.0,1.7
2016-01-16 11:00:00,53.333,0.0,22.133,41.062,21.522,40.477,20.999,42.52,20.511,42.214,20.265,44.557,2.45,95.961,19.03,43.173,19.735,50.076,17.89,45.137,4.0,763.608,90.5,3.0,21.25,2.525
2016-01-16 12:00:00,75.0,0.0,22.118,41.072,21.511,40.242,21.067,42.482,20.419,41.752,20.424,50.38,3.539,96.227,19.542,43.342,20.012,50.781,17.963,44.934,5.2,763.817,78.25,3.833,24.667,1.575
2016-01-16 13:00:00,86.667,0.0,21.957,39.49,21.1,38.343,20.976,40.906,20.177,40.549,20.772,79.096,4.184,96.053,19.902,40.798,20.371,48.676,18.016,44.032,5.858,763.7,71.833,4.583,32.417,1.042
