date,appliances,lights,t1,rh_1,t2,rh_2,t3,rh_3,t4,rh_4,t5,rh_5,t6,rh_6,t7,rh_7,t8,rh_8,t9,rh_9,t_out,press_mm_hg,rh_out,windspeed,visibility,tdewpoint
2016-01-14 15:40:00,50,0,21.6,40.0,21.1,39.09,21.39,41.5,18.79,42.433,17.1,53.5,5.433,88.93,17.39,38.0,17.89,44.76,17.1,45.23,5.433,747.533,80.667,6.0,40.0,2.333
2016-01-14 18:00:00,90,10,22.1,42.363,21.567,39.36,22.533,43.767,18.745,45.295,17.1,53.9,4.59,74.633,17.7,38.5,18.6,45.76,17.0,43.163,4.5,748.1,76.0,6.0,40.0,0.6
2016-01-14 20:10:00,110,10,22.73,44.1,21.79,40.46,22.0,43.59,18.89,47.29,17.633,66.36,4.0,74.8,17.833,39.323,19.1,45.133,16.982,43.577,3.5,748.85,83.333,8.333,40.0,0.917
2016-01-14 22:40:00,50,0,23.26,40.09,22.39,39.663,21.567,43.0,19.033,45.3,19.0,55.0,2.96,70.667,18.927,39.93,19.7,46.657,17.0,44.745,2.1,749.567,84.667,7.333,28.667,-0.3
2016-01-15 01:40:00,60,0,23.7,39.09,22.7,39.09,21.2,43.363,18.5,43.5,18.6,55.29,0.6,94.53,18.5,42.23,19.5,49.4,17.2,47.06,0.267,749.333,99.333,10.0,52.667,0.133
2016-01-15 04:10:00,50,0,22.89,39.433,21.89,39.127,21.29,43.59,18.39,43.0,18.357,54.5,2.0,95.19,18.5,42.76,19.29,49.29,17.29,47.7,2.75,750.883,81.833,10.0,27.5,-0.15
2016-01-15 04:50:00,50,0,22.667,39.56,21.7,39.2,21.29,43.627,18.29,42.863,18.29,54.29,1.9,95.9,18.463,42.333,19.29,49.29,17.29,47.59,2.95,751.217,77.167,10.0,37.5,-0.75
2016-01-16 16:40:00,70,20,21.5,38.4,20.6,37.79,20.7,41.425,21.29,40.09,19.29,54.133,2.693,95.963,20.357,36.863,20.2,42.433,18.1,42.723,2.433,764.533,82.333,3.333,48.333,-0.4
2016-01-16 20:00:00,120,30,23.29,40.39,22.1,38.627,22.79,45.0,20.79,40.26,18.89,52.23,0.733,96.227,19.918,38.168,21.2,42.467,17.79,40.29,0.8,764.9,92.0,1.0,40.0,-0.3
2016-01-17 11:00:00,180,0,21.963,39.26,21.39,37.663,21.89,41.327,21.7,39.767,18.1,50.59,-0.467,96.03,19.2,37.527,20.133,45.2,17.89,41.76,1.3,765.4,87.0,1.0,29.0,-0.6
2016-01-17 15:40:00,80,0,21.7,34.833,20.29,34.513,21.0,36.4,21.2,35.53,18.092,46.082,1.667,97.263,21.7,31.893,22.293,39.43,18.39,39.333,2.833,765.133,59.667,1.333,40.0,-4.3
2016-01-17 19:20:00,90,10,22.357,45.63,20.454,42.342,21.0,40.73,21.567,36.967,19.199,50.52,-3.475,90.622,20.74,31.762,22.39,40.408,17.963,38.43,-1.067,764.8,77.0,2.0,40.0,-4.667
2016-01-18 03:40:00,40,0,20.76,40.53,19.1,40.4,20.245,40.245,20.1,38.09,18.633,60.963,-5.343,86.99,19.89,37.4,21.0,47.567,17.6,40.5,-4.0,761.567,86.333,2.667,26.333,-6.033
2016-01-18 05:00:00,40,0,20.427,40.567,18.79,40.29,20.29,40.5,19.79,37.9,18.39,59.9,-5.472,86.342,19.79,38.0,20.89,47.318,17.6,41.467,-4.0,760.8,84.0,3.0,27.0,-6.3
2016-01-18 09:00:00,40,0,19.857,41.363,18.2,41.59,19.89,40.79,19.2,38.2,18.0,58.26,-4.727,88.774,19.39,36.5,20.29,44.79,17.39,39.4,-4.1,759.6,86.0,2.0,22.0,-6.1
2016-01-18 10:50:00,40,0,19.6,41.03,18.133,41.7,19.76,40.59,19.1,37.967,17.89,57.59,-2.328,93.485,19.1,35.627,19.927,43.433,17.29,38.5,-2.417,758.967,81.167,2.667,37.167,-5.317
2016-01-18 21:20:00,440,20,20.6,40.4,19.567,40.433,21.133,46.123,21.097,37.363,18.23,83.327,-3.672,86.809,18.133,31.823,20.39,42.133,16.823,37.39,-3.333,756.733,84.0,2.0,22.667,-5.7
2016-01-19 00:20:00,50,0,20.323,39.2,19.067,39.363,19.89,40.29,20.2,38.4,17.5,64.647,-6.065,82.561,17.958,33.576,20.06,44.314,16.84,39.045,-4.533,756.6,88.333,1.0,65.0,-6.167
2016-01-19 10:40:00,40,0,18.6,40.5,17.26,40.967,19.067,39.863,17.927,38.09,16.7,56.79,-5.127,84.917,17.296,33.682,18.71,42.29,16.5,38.627,-2.833,757.367,84.333,1.0,63.333,-5.2
2016-01-19 17:10:00,40,0,19.2,39.7,18.0,40.29,19.0,39.568,18.0,37.26,16.39,54.9,-1.953,86.83,19.072,31.689,19.994,39.657,16.857,38.333,-0.75,757.45,75.5,1.0,21.667,-4.667
2016-01-19 22:00:00,120,0,19.79,39.127,18.89,39.133,19.963,39.627,19.76,35.76,18.133,59.99,-5.585,83.684,17.567,29.29,20.427,39.267,16.23,34.793,-3.6,758.2,91.0,1.0,61.0,-4.9
2016-01-20 13:00:00,80,0,17.89,35.863,16.76,37.2,18.29,37.5,16.7,36.09,16.7,56.401,1.357,96.03,16.48,31.181,19.352,40.734,15.89,37.89,-0.4,760.6,83.0,2.0,61.0,-2.9
2016-01-20 17:10:00,70,0,17.39,36.627,16.39,36.827,17.89,37.467,16.323,36.26,16.2,51.602,1.533,96.9,16.2,31.033,20.2,42.017,15.6,35.59,0.267,760.367,87.5,2.0,56.833,-1.55
2016-01-21 02:00:00,40,0,19.2,38.7,18.39,38.2,18.79,39.79,18.1,38.09,16.5,57.157,0.667,96.967,16.2,33.79,19.396,46.51,15.89,41.863,-2.0,762.2,94.0,2.0,46.0,-2.9
2016-01-22 08:40:00,30,0,18.5,38.76,17.39,38.53,18.89,39.693,16.26,38.43,16.39,47.4,-0.933,94.527,16.2,32.9,18.329,43.633,16.0,42.29,-0.333,763.033,79.0,3.667,20.667,-3.633
2016-01-23 01:00:00,20,0,17.5,41.56,16.533,42.06,17.89,40.433,15.5,41.127,15.69,48.52,5.06,99.9,15.875,36.606,16.927,44.363,15.3,40.9,4.6,763.6,100.0,4.0,4.0,4.6
2016-01-23 14:20:00,140,10,16.89,44.663,16.2,44.467,17.357,42.5,15.19,44.09,15.39,49.845,8.89,99.9,15.6,39.7,17.067,50.208,15.1,44.163,7.433,770.167,95.0,4.667,63.333,6.633
2016-01-24 11:20:00,180,30,19.1,44.723,18.5,43.76,19.26,43.663,19.133,44.863,17.708,84.775,6.867,99.9,15.6,41.9,18.0,54.067,15.69,49.163,6.533,768.1,98.333,5.0,57.333,6.267
2016-01-24 15:20:00,80,10,21.39,45.03,20.79,43.827,21.0,46.663,18.2,46.863,18.106,55.376,8.5,99.9,15.8,44.302,19.6,52.577,15.69,48.79,7.867,767.467,97.0,4.333,61.0,7.467
2016-01-24 16:30:00,50,10,21.5,45.03,20.89,44.327,20.7,45.79,17.89,46.9,18.528,53.302,8.3,99.9,15.89,44.545,19.89,51.803,15.69,48.59,7.85,767.45,96.5,5.0,62.0,7.35
2016-01-25 13:20:00,60,0,20.29,43.59,19.5,43.09,20.2,44.4,18.2,45.0,18.22,47.939,11.227,79.893,17.89,40.926,19.209,46.866,16.823,48.933,12.233,762.7,58.667,5.667,40.0,4.233
2016-01-25 20:00:00,390,20,20.39,43.267,19.39,43.363,20.427,44.23,18.697,45.663,18.469,47.05,8.83,92.397,18.384,39.515,19.318,46.2,17.1,47.863,9.5,762.8,78.0,4.0,40.0,5.8
2016-01-26 09:50:00,40,0,20.1,45.2,19.23,44.827,20.5,44.4,19.5,46.127,17.539,53.0,9.3,99.9,17.5,43.0,18.189,49.5,17.1,48.967,9.267,762.65,94.0,4.833,61.167,8.367
2016-01-26 13:50:00,30,0,19.89,45.5,19.2,44.967,20.5,44.29,19.0,46.59,17.567,52.9,12.19,81.5,17.6,43.327,18.2,49.775,17.2,48.5,11.0,761.2,77.0,8.0,27.0,7.083
2016-01-26 15:20:00,40,0,19.963,45.2,19.29,44.76,20.463,44.26,19.0,46.0,17.6,52.75,11.427,78.2,17.79,42.882,18.334,49.28,17.29,48.29,10.567,760.733,75.0,9.333,32.667,6.333
2016-01-26 18:10:00,40,0,19.79,45.2,19.033,44.59,20.39,44.06,18.79,46.09,17.5,52.56,9.3,81.56,17.667,42.173,18.2,48.59,17.2,47.7,9.817,759.917,74.0,9.0,40.0,5.333
2016-01-26 19:50:00,30,0,19.667,45.06,18.89,44.627,20.357,43.863,18.6,46.09,17.5,52.439,9.5,85.263,17.6,42.09,18.1,48.7,17.1,47.5,9.65,760.0,77.333,9.0,40.0,5.917
2016-01-27 12:30:00,30,0,19.76,46.0,18.927,45.59,19.89,45.2,18.6,47.2,17.5,55.114,11.067,87.933,17.812,45.044,17.7,50.555,17.1,48.9,11.0,756.8,83.5,10.5,34.5,8.3
2016-01-27 16:20:00,40,0,19.6,46.0,18.79,45.9,19.79,45.2,18.5,47.5,17.5,54.56,11.33,80.133,17.71,44.9,17.7,50.79,17.1,48.76,11.0,755.233,81.333,9.0,40.0,7.933
2016-01-27 18:50:00,40,0,19.427,46.29,18.667,46.26,19.79,45.127,18.39,47.663,17.457,54.357,10.033,96.5,17.7,44.9,17.7,50.876,17.1,48.79,10.033,754.983,90.5,9.0,56.333,8.45
2016-01-27 20:30:00,30,0,19.29,46.59,18.6,46.5,19.79,45.2,18.29,47.9,17.39,54.22,9.6,99.9,17.6,45.0,17.606,51.005,17.0,48.79,9.6,755.0,93.5,8.5,43.0,8.55
2016-01-28 05:40:00,40,0,18.89,46.79,18.1,46.663,19.5,45.068,17.89,47.7,17.29,53.4,7.19,99.9,17.39,44.29,17.482,50.682,16.857,48.467,6.733,760.867,89.667,3.0,32.667,5.167
2016-01-28 07:50:00,30,0,18.79,46.5,18.0,46.5,19.7,45.0,17.79,47.09,17.29,53.157,4.727,96.833,17.29,43.602,17.39,49.939,16.79,47.7,5.367,762.767,89.167,2.0,29.0,3.7
2016-01-28 11:20:00,40,0,18.79,46.29,18.29,46.0,19.6,44.467,18.2,45.9,17.2,52.59,5.063,99.9,17.396,42.163,17.445,48.517,16.79,46.59,6.3,765.167,82.667,1.667,32.667,3.5
2016-01-28 15:30:00,20,0,19.427,45.23,18.7,44.9,19.79,44.4,18.29,45.03,17.2,52.07,6.5,83.227,18.791,39.893,18.755,45.97,17.167,46.59,7.1,765.1,69.5,2.0,34.5,1.8
2016-01-28 16:20:00,40,0,19.6,45.0,18.823,44.53,19.79,44.53,18.29,44.79,17.2,52.085,6.19,83.69,19.15,39.439,19.05,45.398,17.29,47.133,6.5,765.1,71.667,2.0,40.0,1.667
2016-01-28 22:20:00,20,0,18.89,43.79,18.0,44.127,19.7,43.5,17.6,43.967,17.011,51.71,0.8,95.063,17.994,39.0,18.011,45.339,16.89,44.29,2.833,765.7,88.667,4.333,32.0,1.133
2016-01-29 00:50:00,20,0,18.7,43.5,17.79,44.09,19.5,42.827,17.39,43.7,16.945,51.4,1.1,97.075,17.7,38.911,17.785,45.2,16.7,43.7,3.333,765.117,83.5,5.0,40.0,0.733
2016-01-29 01:20:00,50,0,18.6,43.4,17.7,44.127,19.39,42.627,17.39,43.627,16.902,51.29,1.26,97.56,17.639,38.833,17.7,45.2,16.7,43.59,3.333,765.1,83.333,5.0,40.0,0.7
2016-01-29 15:50:00,30,0,17.89,45.06,17.1,45.267,18.918,42.425,16.79,45.06,16.6,50.2,8.727,84.367,16.908,40.439,17.0,47.096,16.2,44.59,8.467,762.533,84.167,10.0,40.0,5.9
2016-01-29 18:40:00,90,0,19.357,45.463,19.025,44.472,19.26,43.93,16.7,45.7,16.6,50.79,8.8,85.09,16.79,41.7,17.7,50.467,16.1,45.4,8.933,762.267,82.667,9.667,40.0,6.133
2016-01-29 19:10:00,70,10,19.633,45.0,19.29,44.127,19.5,43.933,16.7,45.79,16.6,50.911,9.0,84.33,16.79,41.77,17.796,50.406,16.2,45.933,9.0,762.283,82.0,10.0,40.0,6.1
2016-01-29 21:50:00,60,0,20.39,44.0,20.0,43.2,20.1,43.827,16.7,46.2,16.775,51.669,9.1,84.59,16.79,42.351,18.1,48.849,16.2,46.09,9.1,761.567,83.0,9.833,40.0,6.3
2016-01-30 02:10:00,40,0,19.6,43.79,18.89,43.5,19.963,44.79,16.6,46.4,16.7,51.79,8.89,86.367,16.851,42.478,18.79,52.281,16.39,48.4,8.833,758.65,85.5,10.167,28.333,6.467
2016-01-30 07:00:00,20,0,18.89,44.76,18.2,44.59,20.0,45.0,16.5,47.0,16.7,51.79,8.3,99.9,16.851,43.055,18.469,54.507,16.427,49.36,8.3,754.7,94.0,11.0,25.0,7.4
2016-01-30 10:50:00,50,0,19.357,46.333,19.2,45.157,19.79,44.7,16.39,47.59,18.054,69.871,8.463,99.9,16.79,44.0,18.255,54.461,16.39,48.79,8.5,752.3,92.0,11.0,57.5,7.2
2016-01-30 15:00:00,400,0,20.357,45.06,20.1,43.76,20.033,45.59,19.76,46.427,17.812,70.334,6.8,99.9,16.801,42.876,19.6,51.419,16.323,47.23,6.5,751.7,95.0,5.0,29.0,5.7
2016-01-30 16:00:00,110,0,20.79,44.223,20.5,43.06,20.2,44.79,19.1,45.56,17.7,62.84,6.157,99.9,16.873,42.113,19.79,50.529,16.39,47.0,6.3,752.4,82.0,6.0,40.0,3.5
2016-01-30 20:00:00,90,10,21.89,53.1,21.29,45.36,21.633,49.227,20.533,40.967,17.678,58.204,2.53,97.09,16.89,39.345,20.617,47.563,16.29,44.2,2.7,754.6,90.0,3.0,27.0,1.2
2016-01-30 22:00:00,90,0,22.2,42.695,21.633,41.7,21.1,44.663,19.392,42.14,19.5,48.747,1.6,96.933,16.927,37.79,20.79,46.376,16.29,42.827,3.2,754.6,84.0,5.0,29.0,0.7
2016-01-30 23:50:00,40,0,21.7,42.163,20.918,41.222,20.79,44.53,18.79,42.76,18.5,52.564,3.7,99.3,17.0,39.357,20.79,49.958,16.5,47.09,4.417,754.7,87.167,5.0,28.833,2.433
2016-01-31 00:30:00,50,0,21.5,42.2,20.667,41.363,20.89,44.7,18.6,43.09,18.307,53.416,3.9,99.4,17.0,39.5,20.7,50.779,16.5,47.467,4.4,754.8,86.5,4.5,34.5,2.35
2016-01-31 02:40:00,50,0,20.927,41.967,20.0,41.59,20.79,44.53,18.29,43.5,18.0,54.483,3.067,98.323,17.0,39.7,20.39,51.545,16.7,48.967,3.867,754.733,91.0,4.0,40.0,2.467
2016-01-31 21:50:00,90,10,22.963,46.327,21.963,45.327,21.89,46.7,19.7,50.26,20.633,61.304,11.5,99.9,19.161,50.382,21.868,53.133,17.1,51.0,11.667,754.233,93.333,8.0,28.667,10.617
2016-02-01 01:20:00,40,10,21.89,47.09,21.067,46.56,21.76,46.5,19.1,49.5,19.873,52.667,11.3,99.9,19.05,50.145,21.594,57.28,17.39,51.9,11.4,756.433,91.333,8.333,34.667,10.0
2016-02-01 01:40:00,40,10,21.857,47.06,21.0,46.545,21.73,46.4,19.1,49.4,19.79,52.461,11.3,99.9,19.0,49.903,21.482,57.198,17.39,52.0,11.3,756.567,91.667,7.667,29.333,10.0
2016-02-01 20:10:00,300,40,24.0,47.05,23.1,44.36,24.2,45.79,20.167,51.063,20.675,51.384,11.0,83.56,18.801,44.602,21.0,51.623,17.79,49.29,10.55,759.8,86.833,9.0,43.667,8.467
2016-02-01 20:50:00,60,30,23.823,45.8,22.89,43.827,23.89,45.4,21.2,49.03,21.352,79.658,10.8,86.397,18.818,44.73,21.078,53.319,17.79,49.29,10.35,759.8,90.167,9.0,58.333,8.733
2016-02-01 22:50:00,70,20,23.29,44.967,22.39,43.9,23.29,45.0,21.73,48.363,20.5,64.979,10.16,97.997,18.796,45.489,21.078,54.879,17.823,49.827,10.133,759.8,93.667,9.0,60.667,9.167
2016-02-02 01:10:00,50,0,22.7,45.7,21.79,44.76,23.29,45.5,21.5,49.09,20.2,60.553,10.263,99.9,18.79,45.9,20.796,56.51,17.963,51.09,10.267,759.583,95.167,6.833,45.5,9.5
2016-02-02 06:40:00,40,0,21.89,46.09,21.0,45.79,23.2,46.29,20.1,49.2,19.735,58.29,9.322,99.9,18.823,45.95,20.7,56.373,18.29,52.7,9.433,758.3,90.667,6.0,48.333,8.0
2016-02-02 17:10:00,40,0,21.6,47.36,21.0,45.223,22.1,46.327,20.2,46.03,19.79,51.013,7.657,98.867,18.678,42.565,19.79,49.09,18.29,48.76,7.3,756.483,91.667,5.0,40.0,5.967
2016-02-03 08:50:00,230,30,20.79,44.5,20.2,42.363,21.6,44.772,20.5,44.7,19.2,57.73,3.663,94.73,18.29,39.076,20.323,48.264,18.2,48.0,3.917,758.7,88.667,3.833,29.0,2.217
2016-02-03 16:40:00,300,10,22.0,43.43,20.79,42.567,22.501,47.331,21.427,40.933,19.0,54.4,5.9,77.75,18.89,35.0,21.79,44.29,18.6,45.133,5.233,761.6,80.0,6.0,40.0,2.033
2016-02-03 17:20:00,230,30,21.89,44.363,20.7,43.327,23.373,46.407,21.5,41.2,18.963,54.602,5.763,76.9,18.79,35.0,21.79,43.989,18.5,44.363,5.333,762.067,80.0,5.333,40.0,2.1
2016-02-04 08:30:00,60,10,20.79,43.723,20.0,42.5,21.74,43.187,20.1,42.43,18.7,56.0,3.79,95.09,18.39,38.29,21.1,47.45,18.39,47.663,4.0,763.0,93.5,6.0,51.5,3.05
2016-02-04 10:10:00,40,0,20.79,44.657,19.857,42.633,21.39,42.411,20.533,41.327,18.6,54.138,4.69,96.4,18.22,37.52,20.76,45.025,18.29,45.933,4.6,761.667,96.0,7.833,56.167,4.0
2016-02-04 11:10:00,70,20,20.7,44.53,19.79,42.4,21.29,42.525,20.5,42.127,18.6,53.421,5.367,97.06,18.167,37.715,20.583,44.5,18.2,45.127,5.3,761.483,96.0,7.0,54.167,4.7
2016-02-04 13:10:00,300,20,21.033,45.623,20.357,43.23,22.745,45.46,20.5,43.097,18.6,52.7,8.257,98.66,18.2,39.617,20.29,45.438,18.2,45.23,8.0,761.333,94.167,5.5,28.167,7.067
2016-02-04 22:20:00,70,20,22.79,43.5,22.033,42.433,22.1,44.2,20.79,44.76,19.39,77.514,7.623,94.997,18.39,40.5,21.39,51.02,18.29,46.23,6.2,765.0,96.0,2.0,27.667,5.567
2016-02-05 01:50:00,40,0,22.0,44.29,21.2,43.59,21.914,44.29,20.7,45.9,19.0,68.132,7.433,97.16,18.5,41.5,21.1,54.863,18.29,48.433,7.25,764.867,98.667,1.833,33.0,7.017
2016-02-05 19:40:00,120,20,22.927,48.633,22.6,44.2,22.29,46.827,20.26,51.0,18.75,57.499,9.83,91.333,18.522,44.075,20.945,51.379,18.6,48.4,9.267,759.8,91.667,6.333,24.333,7.933
2016-02-06 09:20:00,20,0,21.0,45.79,20.427,43.9,22.23,45.157,19.39,46.59,18.6,54.96,8.39,90.167,18.55,42.209,20.6,53.973,19.0,50.663,8.3,753.533,85.333,6.333,40.0,5.9
2016-02-06 10:00:00,50,20,21.1,45.767,20.39,43.79,21.927,44.5,19.39,46.363,18.6,54.369,8.6,86.1,18.5,41.803,20.5,52.828,19.0,49.597,8.5,753.6,84.0,7.0,40.0,5.9
2016-02-06 18:50:00,70,10,21.79,44.193,20.823,43.663,21.39,43.767,19.5,45.933,19.2,55.989,9.463,71.763,18.79,40.2,20.775,46.102,18.79,45.863,10.167,746.3,72.333,6.167,40.0,5.35
2016-02-07 02:00:00,40,0,22.29,43.433,21.567,43.09,21.79,44.7,19.1,44.56,19.2,62.065,11.39,57.197,18.79,40.09,22.006,51.526,19.1,49.29,12.0,741.8,58.0,10.0,40.0,3.9
2016-02-07 02:20:00,40,0,22.2,43.433,21.5,43.2,21.823,44.73,19.1,44.59,19.2,61.745,10.933,61.467,18.79,40.096,22.1,51.876,19.1,49.4,11.533,741.567,62.0,9.333,40.0,4.367
2016-02-07 06:40:00,50,0,21.5,45.09,20.79,44.2,22.2,44.9,18.89,45.5,19.0,59.657,7.16,90.5,18.829,41.333,21.572,54.422,19.2,50.7,7.333,742.633,88.333,5.0,35.667,5.533
2016-02-07 11:50:00,100,0,21.2,44.93,20.39,42.7,21.6,43.76,18.79,43.7,19.1,62.414,8.367,70.76,18.7,38.46,21.089,48.728,19.2,45.76,7.6,745.583,75.0,8.667,38.167,3.4
2016-02-07 12:20:00,40,0,21.2,44.527,20.5,42.53,21.533,43.59,18.79,43.4,19.083,60.162,9.0,65.16,18.79,37.933,20.994,47.469,19.133,45.36,7.867,745.833,73.667,8.667,40.0,3.367
2016-02-07 22:20:00,70,30,22.29,42.0,21.5,41.06,21.7,43.06,21.1,40.827,18.89,52.682,7.19,67.267,18.908,35.255,21.807,40.927,18.89,40.9,7.733,745.367,69.667,11.667,40.0,2.533
2016-02-08 00:00:00,80,20,22.067,41.863,21.1,41.433,21.6,43.467,22.8,41.663,19.77,90.013,7.53,70.123,18.921,37.357,22.235,49.535,18.89,42.467,7.3,743.5,79.0,13.0,25.0,3.8
2016-02-08 08:00:00,80,10,20.89,44.363,20.1,44.0,21.7,44.29,19.667,44.297,18.89,60.429,7.627,95.397,18.862,39.682,21.39,52.565,19.1,49.03,8.6,738.4,81.0,9.0,28.0,5.5
2016-02-08 18:50:00,370,30,23.357,53.493,23.033,39.86,25.133,43.5,21.26,43.86,18.896,53.348,7.85,64.295,19.29,35.0,22.7,44.953,18.89,41.363,7.833,741.767,70.667,11.833,37.667,2.767
2016-02-09 07:00:00,50,0,21.5,42.7,20.89,41.663,23.1,43.06,20.2,42.7,20.1,46.535,5.933,77.967,19.0,38.0,21.5,50.0,19.1,47.09,6.4,741.5,80.0,8.0,27.0,3.1
2016-02-09 20:30:00,140,10,23.0,47.667,22.5,41.663,22.6,44.527,19.39,42.657,19.469,51.035,2.29,92.3,20.622,42.09,23.205,44.133,19.0,42.663,3.35,737.15,93.0,5.5,40.0,2.3
2016-02-10 02:00:00,60,0,22.0,41.9,21.2,40.45,22.65,43.345,19.0,40.9,19.29,50.876,2.9,92.3,19.89,40.7,22.79,47.19,19.0,44.9,3.2,738.9,89.0,7.0,40.0,1.5
2016-02-10 13:00:00,50,0,20.6,40.99,19.73,39.327,21.0,39.863,19.39,40.627,18.89,49.345,5.9,93.245,19.39,37.735,21.6,43.679,19.167,44.09,4.8,741.9,93.0,7.0,28.0,3.8
2016-02-10 19:40:00,100,10,20.963,47.263,20.6,43.1,21.0,42.9,19.125,45.695,20.325,84.329,5.19,93.19,19.89,37.367,23.0,44.974,19.0,41.76,4.867,745.7,92.333,2.333,40.333,3.733
2016-02-10 20:10:00,140,20,21.033,44.527,20.7,42.097,21.0,42.627,19.133,44.767,21.775,90.101,5.157,93.19,20.0,38.963,22.79,43.883,18.963,41.4,4.967,745.967,91.667,2.0,27.667,3.75
2016-02-10 21:30:00,130,0,21.39,43.467,21.125,41.372,21.0,42.2,19.2,45.09,20.974,93.423,4.69,93.0,20.1,39.287,23.329,44.205,18.89,41.618,4.8,746.55,95.0,2.5,22.0,4.0
2016-02-11 08:00:00,50,0,19.89,42.09,19.357,40.7,20.857,41.9,18.79,42.53,18.851,61.287,0.167,89.69,19.927,41.015,21.89,49.845,18.857,45.467,1.3,748.8,98.0,3.0,61.0,1.0
2016-02-12 03:40:00,60,0,21.29,41.2,20.5,40.5,21.39,42.5,19.79,41.79,18.89,55.614,0.7,89.19,20.072,40.426,22.5,49.848,18.667,44.79,1.533,746.767,94.333,2.333,48.667,0.733
2016-02-12 07:00:00,50,0,20.675,41.068,19.927,40.2,20.89,41.863,19.39,41.79,18.633,54.627,2.827,92.16,20.0,41.176,22.0,48.9,18.667,45.26,2.5,745.2,95.0,4.0,63.0,1.7
2016-02-12 08:20:00,50,0,20.6,41.79,19.79,40.2,20.79,41.467,19.29,40.73,18.6,53.96,2.7,92.123,19.661,38.891,21.79,47.331,18.7,44.363,2.5,744.767,92.333,4.667,23.0,1.4
2016-02-12 18:00:00,100,0,21.39,41.1,19.5,39.833,21.2,38.723,19.2,36.967,18.39,48.489,3.6,82.345,20.329,31.139,24.022,39.673,18.79,40.59,3.5,740.8,78.0,4.0,40.0,0.0
2016-02-12 21:20:00,90,20,22.1,37.59,20.5,37.933,21.5,38.56,19.1,38.06,20.235,86.057,3.0,86.433,19.506,31.061,23.77,39.269,18.6,38.09,2.2,741.3,84.0,1.667,40.0,-0.267
2016-02-13 00:30:00,60,0,21.39,38.29,19.5,38.7,21.0,39.4,19.823,39.5,20.072,78.169,1.567,84.3,19.5,34.06,22.921,43.888,18.5,40.127,1.2,741.55,89.5,1.5,25.0,-0.3
2016-02-13 12:20:00,100,10,20.033,44.063,18.29,41.957,21.633,39.633,18.5,39.067,18.5,51.246,4.53,85.633,18.65,33.95,21.617,43.454,18.29,39.2,2.933,734.5,92.0,5.0,64.0,1.767
